candidate_id,title_ko,content_type,address,review_status,category,subcategory,reason,canonical_id_ref,needs_new_category
busan-VB-552,이국적인 쇼핑 스트리트에 빠지다! 부산프리미엄아울렛,shopping,부산광역시 기장군 장안읍 정관로 1133,ready_for_candidate,attraction,shopping_mall,"부산프리미엄아울렛, 기장군 아울렛",,
busan-VB-548,신세계백화점 센텀시티점,shopping,부산광역시 해운대구 센텀남대로 35,ready_for_candidate,attraction,department_store,신세계백화점 센텀시티점,,
busan-VB-546,롯데백화점 센텀시티점,shopping,부산광역시 해운대구 센텀남대로 59,ready_for_candidate,attraction,department_store,롯데백화점 센텀시티점,,
busan-VB-545,음악분수쇼와 전망대를 만나는 롯데백화점 광복점,shopping,부산광역시 중구 중앙대로 2,ready_for_candidate,attraction,department_store,"롯데백화점 광복점, 음악분수·전망대 포함",,
busan-VB-541,롯데백화점 부산본점,shopping,부산광역시 부산진구 가야대로 772,ready_for_candidate,attraction,department_store,롯데백화점 부산본점,,
busan-VB-506,쇼핑가서 재미있게 놀자! 롯데프리미엄아울렛 동부산점,shopping,부산광역시 기장군 기장읍 당사리 524,ready_for_candidate,attraction,shopping_mall,롯데프리미엄아울렛 동부산점,,
busan-VB-413,부산 최대 쇼핑거리 광복로패션거리,shopping,부산 중구 광복로 72-1,ready_for_candidate,attraction,shopping_street,"광복로패션거리, 독립 방문형 쇼핑 거리",,
busan-VB-399,골목골목 와글와글 국제시장,shopping,부산광역시 중구 중구로 32,duplicate_suspected,attraction,market,국제시장 — KTO/canonical 중복 추정,busan-K-00058,
busan-VB-540,롯데면세점 김해공항점,shopping,부산광역시 강서구 공항진입로 108 김해공항 국제선청사 2층,ready_for_candidate,attraction,duty_free,롯데면세점 김해공항점,,
busan-VB-539,부산면세점 용두산점,shopping,부산광역시 중구 용두산길 37-55,ready_for_candidate,attraction,duty_free,부산면세점 용두산점,,
busan-VB-537,롯데면세점 부산점,shopping,부산광역시 부산진구 가야대로 772 롯데백화점 부산점 8층,ready_for_candidate,attraction,duty_free,롯데면세점 부산점,,
busan-VB-460,"부산 다운타운의 진수, 서면 그리고 삼정타워",shopping,서면 : 부산광역시 부산진구 서면 일대 삼정타워 : 부산 부산진구 중앙대로 672,reference_only,,,"""서면 그리고 삼정타워"" — 서면 일대 지역 가이드",,
busan-VB-422,"동래여행의 깨알 즐거움, 동래시장",shopping,부산광역시 동래구 동래시장길 14,duplicate_suspected,attraction,market,동래시장 — canonical 중복 추정,(canonical에서 미발견 — 수동 확인 필요),
busan-VB-412,오이소! 보이소! 사이소! 자갈치시장,shopping,부산광역시 중구 자갈치해안로 52,duplicate_suspected,attraction,market,자갈치시장 — canonical 중복 추정,busan-E-00011,
busan-VB-400,부산 먹방의 성지 부평깡통시장,shopping,부산광역시 중구 부평1길 48,duplicate_suspected,restaurant,food_market,"부평깡통시장 — 먹방 중심 시장, canonical 중복 추정",busan-K-00176,
busan-VB-387,청춘놀이터 부산대학교 앞,shopping,부산 금정구 장전온천천로 48(도시철도 부산대역),reference_only,,,"""부산대학교 앞"" — 지역 상권 가이드",,
busan-VB-363,"어머, 구포장날은 꼭 가봐야 해!",shopping,부산광역시 북구 구포시장2길 7,duplicate_suspected,attraction,market,구포시장(구포장) — canonical 중복 추정,busan-A-00042,
busan-VB-328,빛나는 서면시장,shopping,부산광역시 부산진구 서면로 56,duplicate_suspected,attraction,market,서면시장 — canonical 중복 추정,(canonical에서 미발견 — 수동 확인 필요),
busan-VB-327,기억의 장터 부전마켓타운,shopping,부산광역시 부산진구 중앙대로 786 10,duplicate_suspected,attraction,market,부전마켓타운 — canonical 중복 추정,busan-K-00055,
busan-VB-300,영도 토박이 남항시장 & 봉래시장,shopping,남항시장 : 부산 영도구 영선동2가 245 봉래시장 : 부산 영도구 태종로 159-15,duplicate_suspected,attraction,market,"남항시장&봉래시장 — 복수 시장 묶음, canonical 중복 추정",busan-K-00190,
busan-VB-294,텔레비전에 나온 시장맛집 해운대시장,shopping,부산 해운대구 중동1로 42-16,duplicate_suspected,restaurant,food_market,"해운대시장 — 맛집 시장, canonical 중복 추정",(canonical에서 미발견 — 수동 확인 필요),
busan-VB-293,광안리 바다의 참맛 민락회타운,shopping,부산광역시 수영구 민락수변로 1,duplicate_suspected,restaurant,seafood_market,"민락회타운 — 회 전문 수산시장, canonical 중복 추정",busan-A-00026,
busan-VB-292,좌판의 힘 기장시장,shopping,부산 기장군 기장읍 대라리 72-3,duplicate_suspected,attraction,market,기장시장 — canonical 중복 추정,(canonical에서 미발견 — 수동 확인 필요),
busan-VB-547,롯데백화점 동래점,shopping,부산광역시 동래구 중앙대로1393,ready_for_candidate,attraction,department_store,롯데백화점 동래점,,
busan-VB-555,NC백화점 부산대점,shopping,부산광역시 금정구 부산대학로 63번길 2,ready_for_candidate,attraction,department_store,NC백화점 부산대점,,
busan-VB-554,NC백화점 해운대점,shopping,부산광역시 해운대구 해운대로 813,ready_for_candidate,attraction,department_store,NC백화점 해운대점,,
busan-VB-2789,"부산의 아침을 함께 달린 따뜻한 하루, 모모스커피와 함께한 기부 러닝&플로깅 행사 후기",experience,,exclude_non_place,,,"기부 러닝 행사 ""후기"" 콘텐츠, 주소 없음, 특정 장소 아님",,
busan-VB-2784,"부산에서 만나는 새로운 휴식, 부산다운 웰니스 커뮤니티",experience,,reference_only,,,"웰니스 커뮤니티 소개 기사, 주소 없음, 단일 장소 아님",,
busan-VB-2763,"부산 최고 수준의 시설을 자랑하는 웰메이드 소극장, KNN시어터",experience,"부산 해운대구 센텀서로 30, KNN타워 B1",ready_for_candidate,attraction,theater,"KNN시어터, 소극장, 센텀서로 고정 주소",,
busan-VB-2755,부산교육역사관,experience,부산광역시 사하구 옥천로 130,ready_for_candidate,attraction,museum,"부산교육역사관, 사하구 박물관",,
busan-VB-2704,"부산에서 만나는 특별한 한식 쿠킹클래스, 배로모디",experience,"부산광역시 중구 중앙대로 29번길 8, B1 배로모디",ready_for_candidate,restaurant,cooking_class,"배로모디 쿠킹클래스, 중구 고정 주소",,
busan-VB-2703,오륜대 초록신선이야기,experience,부산 금정구 오륜동,ready_for_candidate,nature,ecological_site,"오륜대 초록신선이야기, 금정구 생태 체험 공간",,
busan-VB-2586,브레이크 아웃 이스케이프: 부산의 숨은 모험을 깨우다,experience,해운대점: 부산 해운대구 해운대해변로 291 크리스탈비치오피스텔 609호 광안리점: 부산 수영구 남천바다로 33번길 47 마린빌딩 2층,ready_for_candidate,attraction,escape_room,"브레이크 아웃 이스케이프, 해운대구 실내 체험",,
busan-VB-2557,"일상 속 영감을 채우는 공간, 사바이사바이 전포",experience,"부산 진구 전포대로223번길 19, a동 1층 사바이사바이",ready_for_candidate,attraction,lifestyle_space,"사바이사바이 전포, 카페+소품 복합 공간, 진구 주소",,
busan-VB-2410,권은비 X 빠니보틀! 이번엔 아이더 샬레로 부산 정복!,experience,,exclude_non_place,,,"권은비×빠니보틀 브랜드 PR 콘텐츠, 주소 없음",,
busan-VB-2401,부산 오키친 쿠킹하우스,experience,부산광역시 해운대구 센텀북대로 60 센텀IS타워 12층 오키친 쿠킹하우스,ready_for_candidate,restaurant,cooking_class,"오키친 쿠킹하우스, 해운대구 센텀 주소",,
busan-VB-2397,"체험하며 만나는 진짜 부산 바다, 공수어촌체험휴양마을",experience,부산광역시 기장군 기장읍 공수1길 18,ready_for_candidate,nature,fishing_village,"공수어촌체험휴양마을, 기장군 어촌 체험 마을",,
busan-VB-2309,"부산 e스포츠 경기장, 새로운 차원의 스포츠를 만나다!",experience,"부산광역시 부산진구 중앙대로 672 삼정타워 15, 16층",ready_for_candidate,attraction,esports_arena,"부산 e스포츠 경기장, 진구 실내 경기장",,
busan-VB-2308,강아지를 위한 넓은 천연잔디 운동장&카페 ‘그랑독’,experience,부산광역시 강서구 가락대로 1274 (봉림동)그랑독,ready_for_candidate,attraction,pet_park,"그랑독, 강서구 천연잔디 반려견 공원+카페",,
busan-VB-2307,"스포츠 덕후들의 성지, 켈틱타이거",experience,부산광역시 부산진구 서면로 38,ready_for_candidate,attraction,sports_bar,"켈틱타이거, 진구 스포츠 바",,
busan-VB-2306,"초보자도 환영! 실내 클라이밍의 짜릿함, ‘웨이브락 클라이밍’",experience,부산광역시 수영구 장대골로 41,ready_for_candidate,attraction,climbing_gym,"웨이브락 클라이밍, 수영구 실내 클라이밍",,
busan-VB-2304,"반려견을 위한 체계적인 놀이공간, ‘BSKS 반려동물교육문화센터’",experience,부산광역시 연제구 고분로 181,ready_for_candidate,attraction,pet_center,"BSKS 반려동물교육문화센터, 연제구",,
busan-VB-2302,오션뷰가 매력적인 복합 애견카페 ‘도그민’,experience,부산광역시 수영구 광안해변로 239 샤인빌딩 6층,ready_for_candidate,attraction,pet_cafe,"도그민, 수영구 오션뷰 애견 카페",,
busan-VB-2301,"쇼핑부터 케어까지! 반려동물을 위한 모든 것, 광안리 펫스테이션",experience,"부산광역시 수영구 수영로 576 지하1층 D1~12, D15~31 E4~8, E11~12",ready_for_candidate,attraction,pet_store,"광안리 펫스테이션, 반려동물 복합 공간",,
busan-VB-2300,댕댕이와 함께 마음껏 뛰어놀자! 신라대학교 지산학 펫파크,experience,부산광역시 사상구 백양대로700번길 140,ready_for_candidate,attraction,pet_park,"신라대학교 지산학 펫파크, 사상구",,
busan-VB-2298,"반려견과 함께 뛰어놀기 좋은 도심 속 놀이터, 사하구 애견펫공원",experience,부산광역시 사하구 하단동 1163,ready_for_candidate,nature,dog_park,"사하구 애견펫공원, 공공 반려견 공원",,
busan-VB-2297,댕댕이와 함께 신나게 뛰어놀자! ‘명지근린공원 강아지놀이터’,experience,부산광역시 강서구 명지오션시티10로 95,ready_for_candidate,nature,dog_park,"명지근린공원 강아지놀이터, 공공 공원 내",,
busan-VB-2294,"역사와 자연이 어우러진 특별한 하루, ‘가덕도 등대 체험’",experience,부산광역시 강서구 외양포로 10,ready_for_candidate,nature,lighthouse,"가덕도 등대 체험, 강서구 자연 체험",,
busan-VB-2293,"모두의 놀이가 있는 공간, ‘죽성그림’",experience,부산광역시 기장군 기장읍 월전1길 34 1층,ready_for_candidate,attraction,experience_center,"죽성그림, 기장군 복합 체험 공간",,
busan-VB-2277,"자연의 편안함을 품은 료칸 호텔, ‘이제 부산’",experience,부산광역시 기장군 기장읍 연화길 70,duplicate_suspected,accommodation,resort_hotel,이제 부산 료칸 호텔 — accommodation 중복 추정,(canonical에서 미발견 — 수동 확인 필요),
busan-VB-2273,"기장 오션뷰를 품은 화려한 특급호텔, ‘아난티  코브’",experience,부산광역시 기장군 기장읍 기장해안로 268-32 아난티 앳 부산 코브,duplicate_suspected,accommodation,resort_hotel,아난티 코브 호텔 — accommodation 중복 추정,busan-A-00025,
busan-VB-2270,"송도 바다를 품은 럭셔리 스테이, 윈덤 그랜드 부산",experience,부산광역시 서구 등대로 27 윈덤 그랜드 부산,duplicate_suspected,accommodation,luxury_hotel,윈덤 그랜드 부산 — accommodation 중복 추정,(canonical에서 미발견 — 수동 확인 필요),
busan-VB-2259,"이색 체험과 힐링을 동시에, 부산 세븐테마카페",experience,부산광역시 수영구 광안해변로 237 6층,ready_for_candidate,attraction,theme_cafe,"세븐테마카페, 수영구 복합 테마 카페",,
busan-VB-2249,"베이킹으로 오늘 하루를 특별하게, ‘베이킹 하루’",experience,부산광역시 수영구 광남로 159 2층,ready_for_candidate,attraction,bakery_experience,"베이킹 하루, 수영구 베이킹 체험 카페",,
busan-VB-2245,"부산 곳곳에서 경험하는 노르딕 워킹, ‘놀핏’",experience,부산광역시 사하구 장림로93번길 74 장림항 맛술촌 11호점 놀핏,manual_review,,,"놀핏 노르딕 워킹 — 오퍼레이터 주소, 실제 산책 장소 별도 확인 필요",,
busan-VB-2244,"몸과 마음 모두 편안해지는 웰니스 센터, ‘SMB wellness’",experience,부산광역시 기장군 일광읍 학리등대로 34,ready_for_candidate,attraction,wellness_center,"SMB wellness, 기장군 일광읍 웰니스 센터",,
busan-VB-2243,"해운대 도심 속 화려한 웰니스, ‘파크 하얏트 부산’",experience,부산광역시 해운대구 마린시티1로 51,duplicate_suspected,accommodation,luxury_hotel,파크 하얏트 부산 — accommodation 중복 추정,(canonical에서 미발견 — 수동 확인 필요),
busan-VB-2209,"부산의 향기를 담다, 로칼(rocarl)",experience,"부산광역시 영도구 태종로105번길 37-3 102호(봉래동2가, 아레아6)",ready_for_candidate,attraction,perfume_workshop,"로칼(rocarl), 영도구 향수 공방",,
busan-VB-2181,"창작의 즐거움이 있는 유리 공예 명소, ‘청월호야’",experience,부산 사하구 낙동남로1373번길 27 1층,ready_for_candidate,attraction,craft_workshop,"청월호야, 사하구 유리 공예 공방",,
busan-VB-2159,"여행의 향기를 담다, 향수 공방 ‘어도르’",experience,부산광역시 수영구 광안로49번길 74 1층 PRESENTHING by ADoR,ready_for_candidate,attraction,perfume_workshop,"향수 공방 어도르, 수영구 주소 보유",,
busan-VB-2144,"오늘은 지구로 Log-In , 부산 어싱(Earthing) 스팟 모음",experience,,reference_only,,,"""부산 어싱 스팟 모음"" — 복수 장소 리스트 기사",,
busan-VB-2142,"물멍과 노을이 선사하는 특별한 힐링, 가덕도 ‘천성항 노지 캠핑장’",experience,부산광역시 강서구 천성동 3435,ready_for_candidate,nature,camping,"천성항 노지 캠핑장, 강서구 캠핑 장소",,
busan-VB-2135,"몸이 개운해지는 도보 나들이, 하단 황톳길 산책",experience,부산광역시 사하구 하단동 1173,ready_for_candidate,nature,walking_trail,"하단 황톳길 산책, 사하구 하단동",,
busan-VB-2134,"몸과 마음을 깨우는 자연의 선물, 명지 ‘너울 공원 맨발 산책로’",experience,부산광역시 강서구 명지동 3435,ready_for_candidate,nature,walking_trail,"너울 공원 맨발 산책로, 강서구 명지동",,
busan-VB-2132,철로에서 황톳길로 촉촉하게 변신!,experience,부산광역시 북구 낙동대로1739번길 361,ready_for_candidate,nature,walking_trail,"철로→황톳길, 북구 낙동대로 산책로",,
busan-VB-2109,세상에 하나뿐인 나만의 도자기를 빚어내는 기장 도자기 공방 ‘수은화가’,experience,부산 기장군 기장읍 차성로436번길 12 1층,ready_for_candidate,attraction,craft_workshop,"수은화가 도자기 공방, 기장군 주소 보유",,
busan-VB-2103,‘닥밭골 한지체험관’에서 전통 한지 공예 체험!,experience,부산광역시 서구 보동길 294-19,ready_for_candidate,attraction,craft_center,"닥밭골 한지체험관, 서구 전통 공예 체험",,
busan-VB-2097,"신선한 해산물과 함께 느끼는 영도의 정취, 영도해녀촌",experience,부산광역시 영도구 중리남로 2-35 영도해녀문화전시관 1층,ready_for_candidate,restaurant,seafood_experience,"영도해녀촌, 해녀 문화+신선 해산물 식사",,
busan-VB-2091,"세계 최대 규모 부산 아르떼뮤지엄, 빨려 들어가는 몰입형 미디어아트!",experience,부산광역시 영도구 해양로247번길 29,ready_for_candidate,attraction,digital_art_museum,"부산 아르떼뮤지엄, 영도구 몰입형 미디어아트관",,
busan-VB-2080,"아이들을 위한 이색 체험, 구포국수 체험관",experience,부산광역시 북구 구포만세길 109 구포국수체험관,ready_for_candidate,attraction,food_experience,"구포국수 체험관, 북구 구포만세길 고정 장소",,
busan-VB-2066,"너를 알아가는 시간, 4233 마음센터 광안점",experience,부산광역시 수영구 광남로 148 4233마음센터 광안점,ready_for_candidate,attraction,wellness_center,"4233 마음센터 광안점, 수영구 주소",,
busan-VB-2060,"바다 VS 강, 내 얘길 들어봐!",experience,,reference_only,,,"""바다 VS 강"" 편집 기사, 단일 장소 아님",,
busan-VB-1965,"모래사장 위에서 낭만 한 편, 광안리 해변영화관",experience,부산광역시 수영구 광안해변로 219,ready_for_candidate,event,beach_cinema,"광안리 해변영화관, 기간 한정 야외 상영 이벤트",,
busan-VB-1963,"시원하다 못해 추운 곳, 올해 여름 피서는 부산실내빙상장에서!",experience,부산광역시 북구 금곡대로46번길 50 덕천공원내 부산실내빙상장,ready_for_candidate,attraction,ice_rink,"부산실내빙상장, 북구 고정 시설",,
busan-VB-1955,"바다 위에서 즐기는 웰니스 관광 체험, 광안리 SUP 요가",experience,부산광역시 수영구 광안해변로 219,ready_for_candidate,nature,water_sports,"광안리 SUP 요가, 해변 고정 운영 프로그램",,
busan-VB-1908,다대포해양레포츠센터에서 즐기는 익스트림 수상 레포츠,experience,부산광역시 사하구 몰운대 1길 52,ready_for_candidate,attraction,water_sports_center,"다대포해양레포츠센터, 사하구 공공 시설",,
busan-VB-1906,낙동강에서 즐기는 최상의 수상 레포츠! 화명수상레포츠타운,experience,부산광역시 북구 강변대로 1629 화명수상레포츠타운,ready_for_candidate,attraction,water_sports_center,"화명수상레포츠타운, 북구 낙동강 수상 시설",,
busan-VB-1899,자연도 흥미진진하다구! 낙동강 감동포구에서 즐기는 생태 어드벤처,experience,,manual_review,,,"""낙동강 감동포구 생태 어드벤처"" — 주소 없음, 포구 이름 불명확",,
busan-VB-1874,"플로깅 투어하러 롤로와, 영도!",experience,부산광역시 영도구 태종로105번길 37-3 AREA6 1층,manual_review,,,"플로깅 투어 — 투어 오퍼레이터 주소, 고정 체험 장소 별도 확인 필요",,
busan-VB-1870,세상에 쓸모없는 쓰레기는 없으니까!,experience,부산광역시 강서구 생곡산단1로24번길 58 부산자원순환협력센터,manual_review,,,"업사이클 체험, 강서구 산단 주소 — 공방인지 공장인지 불명",,
busan-VB-1869,"낡은 청바지, 유니크한 원단이 되다!",experience,부산광역시 동구 진시장로20번길 60 2층 05호,ready_for_candidate,attraction,upcycling_workshop,"업사이클 청바지 원단 체험, 동구 주소 보유",,
busan-VB-1860,월클 K-POP 아티스트 되는 ‘상상’,experience,부산광역시 부산진구 서면로 39 KT&G 상상마당 부산 지하1층,ready_for_candidate,attraction,dance_experience,"월클 K-POP 댄스 체험관, 진구 KT 건물 내",,
busan-VB-1859,K-POP 스타랑 동문 된 썰 푼다,experience,부산광역시 부산진구 동천로132번길 6 3층,manual_review,,,K-POP 댄스학원 소개 — 체험 공간인지 학원인지 불명,,
busan-VB-1858,파라다이스 호텔 부산에서 즐기는 프리미엄 체험,experience,부산광역시 해운대구 해운대해변로 296,duplicate_suspected,accommodation,luxury_hotel,파라다이스 호텔 부산 — accommodation 중복 추정,(canonical에서 미발견 — 수동 확인 필요),
busan-VB-1855,라이언 홀리데이 인 부산,experience,"부산광역시 해운대구 해운대해변로 292 지하1층 B120호, 지하2층 B220호",duplicate_suspected,accommodation,luxury_hotel,라이언 홀리데이 인 부산(파라다이스 同주소) — accommodation 중복 추정,(canonical에서 미발견 — 수동 확인 필요),
busan-VB-1854,런닝맨 부산점,experience,부산광역시 부산진구 중앙대로 672 삼정타워 10층,ready_for_candidate,attraction,indoor_entertainment,"런닝맨 부산점, 진구 실내 체험관",,
busan-VB-1853,"감성 캠핑소품샵이 있는 캠핑 컨셉 카페, 클래식 캠퍼",experience,부산광역시 사상구 대동로 224,ready_for_candidate,restaurant,theme_cafe,"클래식 캠퍼, 사상구 캠핑 컨셉 카페",,
busan-VB-1852,바다가 보이는 부산항 힐링야영장,experience,부산광역시 동구 초량동 1185-1,ready_for_candidate,nature,camping,"부산항 힐링야영장, 동구 초량동 캠핑장",,
busan-VB-1799,구봉산 치유숲길 맨발 황톳길,experience,부산광역시 동구 수정동 산1-2,ready_for_candidate,nature,forest_trail,"구봉산 치유숲길 맨발 황톳길, 동구 수정동",,
busan-VB-1769,대한민국 메가 트렌드의 중심! 광안리 M 드론라이트쇼,experience,부산광역시 수영구 광안해변로 219,ready_for_candidate,event,drone_show,"광안리 M 드론라이트쇼, 기간 한정 이벤트",,
busan-VB-1768,"커피 Dream, 맛보고 배우고 익히는 커피 문화 체험존!",experience,,reference_only,,,"""커피 문화 체험존"" 소개 기사, 주소 없음, 복수 카페 소개",,
busan-VB-1755,이색체험 多반사! 부산 3대 골목 유토피아! (체험판),experience,,reference_only,,,"""부산 3대 골목 유토피아"" 가이드, 주소 없음",,
busan-VB-1754,허심청,experience,"부산광역시 동래구 온천장로 107번길 32 4, 5층",ready_for_candidate,attraction,spa_sauna,"허심청, 동래온천 전통 스파",,
busan-VB-1753,센텀 스파랜드,experience,부산광역시 해운대구 센텀남대로 35,ready_for_candidate,attraction,spa_sauna,"센텀 스파랜드, 해운대구 대형 스파",,
busan-VB-1748,"손끝에서 빛나는 예술, 도자기 만들기 체험 그린온더브라운",experience,부산광역시 수영구 과정로30번길 6 1층,ready_for_candidate,attraction,craft_workshop,"그린온더브라운, 수영구 도자기 체험 공방",,
busan-VB-1747,전포공구길에서 접한 드로잉 체험! 성수미술관 부산서면점,experience,부산광역시 부산진구 중앙대로 701-6,ready_for_candidate,attraction,art_workshop,"성수미술관 부산서면점, 진구 드로잉 체험",,
busan-VB-1743,"망미골목에서 이색체험 밀랍공예, 헬로커피하이허니",experience,부산광역시 수영구 망미번영로 85번길 10 1층,ready_for_candidate,attraction,craft_workshop,"헬로커피하이허니, 수영구 밀랍공예 체험",,
busan-VB-1742,세상에 단 하나뿐인 향수 원데이 클래스,experience,부산광역시 부산진구 동천로 132번길 30 파랑건물 2층,ready_for_candidate,attraction,perfume_workshop,"향수 원데이 클래스, 진구 주소 보유",,
busan-VB-1739,영도의 상징 터그보트! 원데이클래스,experience,부산광역시 영도구 봉래언덕길 149,ready_for_candidate,attraction,craft_workshop,"영도 터그보트 원데이클래스, 영도구 주소",,
busan-VB-1737,봉산마을 시그니처 꽃차 원데이클래스,experience,부산광역시 영도구 번영길 8 2층,ready_for_candidate,attraction,tea_class,"봉산마을 꽃차 원데이클래스, 영도구 주소",,
busan-VB-1733,프라이빗하게 즐기는 커스텀 주얼리 클래스,experience,부산광역시 부산진구 서전로37번길 26 B사동 205호,ready_for_candidate,attraction,craft_workshop,"커스텀 주얼리 클래스, 진구 주소",,
busan-VB-1729,부산전통문화체험관,experience,부산광역시 서구 꽃마을로 163번길 71,ready_for_candidate,attraction,cultural_center,"부산전통문화체험관, 서구 고정 시설",,
busan-VB-1721,코리아쿠킹클래스 밥상 인 부산,experience,부산광역시 해운대구 마린시티3로 37 한일오르듀,ready_for_candidate,restaurant,cooking_class,"코리아쿠킹클래스 밥상 인 부산, 해운대구",,
busan-VB-1710,코코스퀘어,experience,부산광역시 기장군 기장읍 동부산관광로 8 2층,ready_for_candidate,attraction,theme_park,"코코스퀘어, 기장군 동부산관광단지 내 체험시설",,
