candidate_id,restaurant_name,current_image_url,source_provider,source_type,owner_promotional_image_likely,third_party_indicator,watermark_or_credit,operational_risk,recommended_action,decision_reason
busan-F-00039,쌍둥이돼지국밥 본점,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607155733028_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00040,국이네낙지볶음,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418103113463_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00041,베지나랑,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608142501309_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00042,광안리신라횟집,https://www.visitbusan.net/uploadImgs/files/cntnts/20230523145317638_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00043,이층집 564-9,https://www.visitbusan.net/uploadImgs/files/cntnts/20191219153031872_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00044,초원복국,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416153630841_ttiel,부산관광공사_VisitBusan,visitbusan_foodservice,yes,unknown,unknown,low,use_as_official_promotional_image,VisitBusan FoodService API 단독 소스. 공식 관광 음식점 데이터 베이스 출처. 상세 페이지 미연결. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00045,석화한정식,https://www.visitbusan.net/uploadImgs/files/cntnts/20220513092736141_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00046,내당,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417092928274_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00047,봉식당,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417103325942_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00048,신발원,https://www.visitbusan.net/uploadImgs/files/cntnts/20191220111654951_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00049,초량1941,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601112526719_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00050,60년 전통 할매국밥,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416171620563_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00051,함경면옥,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512102852754_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00052,김유순대구뽈찜,https://www.visitbusan.net/uploadImgs/files/cntnts/20230525155402064_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00053,백산키친,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416172624208_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00054,왔다식당,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418143145988_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00055,영변횟집,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818134302422_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00056,방코,https://www.visitbusan.net/uploadImgs/files/cntnts/20240415163345618_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00057,구포촌국수,https://www.visitbusan.net/uploadImgs/files/cntnts/20240415175213819_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00058,얼크니손칼국수,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144753937_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00059,탐복,https://www.visitbusan.net/uploadImgs/files/cntnts/20240416144911943_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00060,곤국,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819150211450_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00061,다이닝센 부산본점,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090928003_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00062,오륙도 가원,https://www.visitbusan.net/uploadImgs/files/cntnts/20230603134954264_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00063,해남식당 부산용호동W스퀘어점,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818153601185_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00064,범일빈대떡,https://www.visitbusan.net/uploadImgs/files/cntnts/20250515155412591_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00065,금강만두,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607173727769_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00066,석화정,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608114815119_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00067,에테르,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418142653242_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00068,디저트시네마,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418140108273_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00069,북경,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172514790_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00070,연산낙지해물탕,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
busan-F-00071,옻바다전복삼계탕,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105118416_ttiel,부산관광공사_VisitBusan,foodservice_and_visitbusan_content,yes,unknown,unknown,low,use_as_official_promotional_image,FoodService API + VisitBusan 공식 콘텐츠 이중 소스 확인. 공식 음식점 홍보 이미지 추정 기준 충족. 이미지 직접 검수 미실시 — 법적 라이선스 미확정.
